CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.13085571776046234,0.03221297373791883,3.834561740833506,-0.02427885206787117,1793,0.11368708870925624,0.20397901578794272,23.382017821858906,1760
