CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
1.2585300679219311,0.20300667961500438,4.121055100930899,-0.23350508336441045,1983,0.5940774388180421,0.14473738564602293,181.25067867928666,1950
